DATE_TIME,current_contract,next_contract,carry_contract
2016-06-10 11:00:00,20160600,20160900,20160900
2016-09-12 07:00:00,20160900,20161200,20161200
2016-12-13 10:00:00,20161200,20170300,20170300
2017-03-10 10:00:00,20170300,20170600,20170600
2017-06-12 07:00:00,20170600,20170900,20170900
2017-09-11 11:00:00,20170900,20171200,20171200
2017-12-11 11:00:00,20171200,20180300,20180300
2018-03-12 12:00:00,20180300,20180600,20180600
2018-06-11 11:00:00,20180600,20180900,20180900
2018-09-11 10:00:00,20180900,20181200,20181200
2018-12-13 13:00:00,20181200,20190300,20190300
2019-03-11 11:00:00,20190300,20190600,20190600
2019-06-12 09:00:00,20190600,20190900,20190900
2019-09-11 12:00:00,20190900,20191200,20191200
2019-12-11 09:00:00,20191200,20200300,20200300
2020-03-12 12:00:00,20200300,20200600,20200600
2020-06-12 10:00:00,20200600,20200900,20200900
2020-09-14 07:00:00,20200900,20201200,20201200
2020-12-11 11:00:00,20201200,20210300,20210300
2021-03-11 12:00:00,20210300,20210600,20210600
2021-06-11 07:00:00,20210600,20210900,20210900
2021-09-10 07:00:00,20210900,20211200,20211200
2021-12-09 16:00:00,20211200,20220300,20220300
2022-03-09 09:00:00,20220300,20220600,20220600
2022-06-10 07:00:00,20220600,20220900,20220900
2022-09-12 07:00:00,20220900,20221200,20221200
2022-12-12 08:00:00,20221200,20230300,20230300
2023-03-10 09:00:00,20230300,20230600,20230600
